#,Class,Who,Progress,Num,Denom,✓,,Name,Requirements,Rewards,Incomplete,Actual Requirements (if different),Description,Icon Name,Tab,Actual Name,Time,Responsibility
953,Subset,,,0,0,FALSE,,Zombie Doctor,Cure a zombie villager,1 Golden Apple,,,Cure a zombie villager,golden_apple,Potions,minecraft:story/cure_zombie_villager,,
954,Subset,,,0,0,FALSE,,Mad Scientist,Cure a zombie villager of every profession,"16 Golden Apples, 16 Fermented Spider Eyes",,,Cure a zombie villager of every profession,player_head,Potions,blazeandcave:potion/mad_scientist,,
955,Incidental,,,0,0,FALSE,,Medic!,Brew a healing potion (Take a healing potion out of a brewing stand),3 Glistering Melons,,Take a healing potion out of a brewing stand,Brew a healing potion,glistering_melon_slice,Potions,blazeandcave:potion/medic,,
956,Incidental,,,0,0,FALSE,,Hyper-healing,Brew and drink a regeneration potion,2 Ghast Tears,,,Brew and drink a regeneration potion,ghast_tear,Potions,blazeandcave:potion/hyper_healing,,
957,Subset,,,0,0,FALSE,,Nocturnal,Brew and drink a night vision potion,3 Golden Carrots,,,Brew and drink a night vision potion,golden_carrot,Potions,blazeandcave:potion/nocturnal,,
958,Subset,,,0,0,FALSE,,The Invisible Player,Brew and drink an invisibility potion,,,,Brew and drink an invisibility potion,structure_void,Potions,blazeandcave:potion/the_invisible_player,,
959,Unique,,,0,0,FALSE,,Stealth Takedown,Dispatch a Creeper at melee range while you are invisible (Kill a Creeper that is less than 5 blocks away while you are invisible),8 Gunpowder,,Kill a Creeper that is less than 5 blocks away while you are invisible,Dispatch a Creeper at melee range while you are invisible,iron_sword,Potions,blazeandcave:potion/stealth_takedown,,Pots
960,Subset,,,0,0,FALSE,,True Feather Falling,Brew and drink a slow falling potion,1 Phantom Membrane,,,Brew and drink a slow falling potion,phantom_membrane,Potions,blazeandcave:potion/true_feather_falling,,
961,Unique,,,0,0,FALSE,,Tank,Become nearly invincible to all damage using a Turtle Master Potion (Drink a Potion of the Turtle Master),3 Scutes,,Drink a Potion of the Turtle Master,Become nearly invincible to all damage using a Turtle Master Potion,turtle_helmet,Potions,blazeandcave:potion/tank,,Pots
962,,,,0,0,FALSE,,Secret of the Ooze,Use a Slime Block to brew a Potion of Oozing (Take an oozing potion out of a brewing stand),1 Slime Block,,Take an oozing potion out of a brewing stand,Use a Slime Block to brew a Potion of Oozing,slime_block,Potions,blazeandcave:potion/secret_of_the_ooze,,
963,Unique,,,0,0,FALSE,,Final Shout,"Kill a mob that has the Wind Charged, Weaving and Oozing effects",,,,"Kill a mob that has the Wind Charged, Weaving and Oozing effects",splash_potion,Potions,blazeandcave:potion/final_shout,,
964,Subset,,,0,0,FALSE,,You Need a Mint,Collect dragon's breath in a glass bottle (Obtain dragon's breath),4 Dragon's Breath,,Obtain dragon's breath,Collect dragon's breath in a glass bottle,dragon_breath,Potions,minecraft:end/dragon_breath,,
965,Subset,,,0,0,FALSE,,Noxious Fumes,Use dragon's breath to brew up lingering potions (Obtain a lingering potion),8 Dragon's Breath,,Obtain a lingering potion,Use dragon's breath to brew up lingering potions,lingering_potion,Potions,blazeandcave:potion/noxious_fumes,,
966,Subset,,,0,0,FALSE,,Gas!,Kill a mob using a lingering potion,4 Dragon's Breath,,,Kill a mob using a lingering potion,lingering_potion,Potions,blazeandcave:potion/gas,,
967,Incidental,,,0,0,FALSE,,Imbued Projectiles,Craft some Tipped Arrows using arrows and a Lingering Potion (They must be crafted - not just obtained),4 Dragon's Breath,,They must be crafted - not just obtained,Craft some Tipped Arrows using arrows and a Lingering Potion,tipped_arrow,Potions,blazeandcave:potion/imbued_projectiles,,
968,Unique,,,0,0,FALSE,,Furious Ammunition,Craft every type of tipped arrow (See requirement notes below),64 Dragon's Breath,,See requirement notes below,Craft every type of tipped arrow,tipped_arrow,Potions,blazeandcave:potion/furious_ammunition,,Pots
969,Incidental,,,0,0,FALSE,,Stayin' Frosty,Swim in lava while having the Fire Resistance effect (Be in lava while having the Fire Resistance effect),2 Magma Cream,,Be in lava while having the Fire Resistance effect,Swim in lava while having the Fire Resistance effect,magma_cream,Potions,blazeandcave:potion/stayin_frosty,,
970,Subset,,,0,0,FALSE,,Marine Marauder,Swim in water while having the Water Breathing effect (Be in water while having the Water Breathing effect),,,Be in water while having the Water Breathing effect,Swim in water while having the Water Breathing effect,pufferfish,Potions,blazeandcave:potion/marine_marauder,,
971,Subset,,,0,0,FALSE,,Hopping Mad,Get jump boost from a beacon or potion (Get the jump boost effect),1 Rabbit's Foot,,Get the jump boost effect,Get jump boost from a beacon or potion,rabbit_foot,Potions,blazeandcave:potion/hopping_mad,,
972,Subset,,,0,0,FALSE,,A Furious Cocktail,Have every potion effect applied at the same time (See requirement notes below),,,See requirement notes below,Have every potion effect applied at the same time,milk_bucket,Potions,minecraft:nether/all_potions,,
973,Subset,,,0,0,FALSE,,A much more doable challenge,Get all the effects possible during your life (not all at the same time) (See requirement notes below),,,See requirement notes below,Get all the effects possible during your life (not all at the same time),glass_bottle,Potions,blazeandcave:potion/a_much_more_doable_challenge,,
974,Unique,,,0,0,FALSE,,A Furious Test Subject,Get attacked by a mob with every potion effect (See requirement notes below),,,See requirement notes below,Get attacked by a mob with every potion effect,dispenser,Potions,blazeandcave:potion/a_furious_test_subject,,Pots
975,Unique,,,0,0,FALSE,,Gas Bomb,Ignite a Creeper of each possible effect using Flint and Steel (See requirement notes below),,,See requirement notes below,Ignite a Creeper of each possible effect using Flint and Steel,flint_and_steel,Potions,blazeandcave:potion/gas_bomb,,Pots
976,Subset,,,0,0,FALSE,,The End,Or the beginning? (Be in the End dimension),,,Be in the End dimension,Or the beginning?,end_stone,End,minecraft:end/root,,
977,Subset,,,0,0,FALSE,,Dragon Shield,Attempt to block the dragon's attacks (Block an attack from the Ender Dragon with your shield),,,Block an attack from the Ender Dragon with your shield,Attempt to block the dragon's attacks,shield,End,blazeandcave:end/dragon_shield,,
978,Subset,,,0,0,FALSE,,Is it a Plane?,Look at the Ender Dragon through a Spyglass,,,,Look at the Ender Dragon through a Spyglass,spyglass,End,minecraft:adventure/spyglass_at_dragon,,
979,Subset,,,0,0,FALSE,,Free the End,Good luck (Land the killing blow on the Ender Dragon),,,Land the killing blow on the Ender Dragon,Good luck,dragon_head,End,minecraft:end/kill_dragon,,
980,Child,,,0,0,FALSE,,The Actual End,Get killed by an Enderman in the End,,,,Get killed by an Enderman in the End,player_head,End,blazeandcave:end/the_actual_end,,All Deaths
981,Subset,,,0,0,FALSE,,The Point of No Return,Fall into the void (Be under y=0 in the End dimension),,,Be under y=0 in the End dimension,Fall into the void,black_concrete_powder,End,blazeandcave:end/the_point_of_no_return,,
982,Unique,,,0,0,FALSE,,Event Horizon,Survive void damage (Fly under y=-64 for about a second then get up above y=0 without dying. Only works in the End),64 Firework Rockets (Flight Duration: 3),,Fly under y=-64 for about a second then get up above y=0 without dying. Only works in the End,Survive void damage,ender_eye,End,blazeandcave:end/event_horizon,,"End Explorer 
(100k)"
983,Subset,,,0,0,FALSE,,Cow Jumped Over The Moon,Bring a cow from the overworld to the End and then kill it (Kill a Cow in the End),,,Kill a Cow in the End,Bring a cow from the overworld to the End and then kill it,beef,End,blazeandcave:end/cow_jumped_over_the_moon,,
984,Child,,,0,0,FALSE,,The Void Frogs,"Lower a Frog into the void using a Slow Falling potion, then kill it so it becomes one with the void (Kill a Frog that has the Slow Falling effect and is below y=0 in the End)",,,Kill a Frog that has the Slow Falling effect and is below y=0 in the End,"Lower a Frog into the void using a Slow Falling potion, then kill it so it becomes one with the void",pearlescent_froglight,End,blazeandcave:end/the_void_frogs,,All Mobs
985,Subset,,,0,0,FALSE,,The Next Generation,Hold the Dragon Egg (Obtain the Dragon Egg),,,Obtain the Dragon Egg,Hold the Dragon Egg,dragon_egg,End,minecraft:end/dragon_egg,,
986,Subset,,,0,0,FALSE,,The Start of Something,Craft your first ender crystal (Obtain an End Crystal),1 End Crystal,,Obtain an End Crystal,Craft your first ender crystal,end_crystal,End,blazeandcave:end/the_start_of_something,,
987,Subset,,,0,0,FALSE,,The End... Again,Respawn the Ender Dragon,1 End Crystal,,,Respawn the Ender Dragon,end_crystal,End,minecraft:end/respawn_dragon,,
988,Subset,,,0,0,FALSE,,What For?,Craft 64 ender crystals,,,,Craft 64 ender crystals,crying_obsidian,End,blazeandcave:end/what_for,,
989,Unique,,,0,0,FALSE,,Ring of the End,Defeat the Ender Dragon 20 times (Land the killing blow on the Ender Dragon 20 times),"4 Dragon Heads, 32 Diamonds",,Land the killing blow on the Ender Dragon 20 times,Defeat the Ender Dragon 20 times,dragon_head,End,blazeandcave:end/ring_of_the_end,,Bosses
990,Subset,,,0,0,FALSE,,The Beginning,Say goodbye to the Wither (Kill the Wither in the End),1 Wither Skeleton Skull,,Kill the Wither in the End,Say goodbye to the Wither,player_head,End,blazeandcave:end/the_beginning,,
991,Subset,,,0,0,FALSE,,Remote Getaway,Escape the island (Enter an End Gateway OR be beyond 750 or -750 in the x or z direction in the End),4 Ender Pearls,,Enter an End Gateway OR be beyond 750 or -750 in the x or z direction in the End,Escape the island,ender_pearl,End,minecraft:end/enter_end_gateway,,
992,Subset,,,0,0,FALSE,,End Bricks!,Craft end bricks from end stone (Obtain End Stone Bricks),,,Obtain End Stone Bricks,Craft end bricks from end stone,end_stone_bricks,End,blazeandcave:end/end_bricks,,
993,Subset,,,0,0,FALSE,,Getting Chorus,Attack a chorus tree until it collapses (Obtain Chorus Fruit),8 Chorus Fruit and 1 Chorus Flower,,Obtain Chorus Fruit,Attack a chorus tree until it collapses,chorus_fruit,End,blazeandcave:end/getting_chorus,,
994,Child,,,0,0,FALSE,,Extrabiologist,Plant a chorus flower in the Overworld for study (Place a chorus flower in the Overworld),4 Chorus Flowers,,Place a chorus flower in the Overworld,Plant a chorus flower in the Overworld for study,chorus_flower,End,blazeandcave:end/extrabiologist,,All Items
995,Subset,,,0,0,FALSE,,Purpurfect!,"Craft or collect purpur blocks, stairs, pillars and slabs",,,,"Craft or collect purpur blocks, stairs, pillars and slabs",purpur_pillar,End,blazeandcave:end/purpurfect,,
996,Unique,,,0,0,FALSE,,A Wizard’s Breakfast,Eat a stack of Chorus Fruit in one go (Eat 64 chorus fruit with less than five seconds in-between each fruit and no other food eaten),4 Shulker Shells,,Eat 64 chorus fruit with less than five seconds in-between each fruit and no other food eaten,Eat a stack of Chorus Fruit in one go,popped_chorus_fruit,End,blazeandcave:end/a_wizards_breakfast,,"End Explorer 
(100k)"
997,Unique,,,0,0,FALSE,,"In Your Face, Neil Armstrong",Colonise the End with potato crops (Place potatoes in the End),8 Red Sand,,Place potatoes in the End,Colonise the End with potato crops,potato,End,blazeandcave:end/in_your_face_neil_armstrong,,Misc
998,Subset,,,0,0,FALSE,,"I'm Coming Back, Murph!","Travel far into the End dimension (Be beyond 10,000 or -10,000 in the x or z direction in the End)",,,"Be beyond 10,000 or -10,000 in the x or z direction in the End",Travel far into the End dimension,chorus_flower,End,blazeandcave:end/im_coming_back_murph,,
999,Unique,,,0,0,FALSE,,"No! Don't let me leave, Murph!","Travel so far into the End dimension you might as well be on another planet (Be beyond 100,000 or -100,000 in the x or z direction in the End)",,,"Be beyond 100,000 or -100,000 in the x or z direction in the End",Travel so far into the End dimension you might as well be on another planet,chorus_plant,End,blazeandcave:end/no_dont_let_me_leave_murph,,"End Explorer 
(100k)"
1000,Subset,,,0,0,FALSE,,Void Walker,"Explore every End biome (Enter The End, Small End Islands, End Midlands, End Highlands and End Barrens)",,,"Enter The End, Small End Islands, End Midlands, End Highlands and End Barrens",Explore every End biome,leather_boots,End,blazeandcave:end/void_walker,,
1001,Unique,,,0,0,FALSE,,Unending Hell,Travel directly from the End to the Nether (Enter the End's exit portal but arrive in the Nether by having your spawn set to a Respawn Anchor),,,Enter the End's exit portal but arrive in the Nether by having your spawn set to a Respawn Anchor,Travel directly from the End to the Nether,crimson_nylium,End,blazeandcave:end/unending_hell,,Misc
1002,,,,0,0,FALSE,,Dimension Penetration,Get hit by an arrow that has visited every dimension during its lifetime,,,,Get hit by an arrow that has visited every dimension during its lifetime,tipped_arrow,End,blazeandcave:end/dimension_penetration,,
1003,Subset,,,0,0,FALSE,,The City at the End of the Game,"Go on in, what could happen? (Enter an End City)",1 Shulker Shell,,Enter an End City,"Go on in, what could happen?",purpur_block,End,minecraft:end/find_end_city,,
1004,Subset,,,0,0,FALSE,,"For Mother, Clarence",Kill a shulker,,,,Kill a shulker,shulker_box,End,blazeandcave:end/for_mother_clarence,,
1005,Subset,,,0,0,FALSE,,Portable Storage,Use shulker shells to craft a shulker box (Obtain a shulker box of any color),2 Shulker Shells,,Obtain a shulker box of any color,Use shulker shells to craft a shulker box,purple_shulker_box,End,blazeandcave:end/portable_storage,,
1006,Unique,,,0,0,FALSE,,Organizational Wizard,"Name a Shulker Box 'Blocks' for storing your blocks (Obtain a shulker box of any color that is named ""Blocks"")",2 Shulker Shells,,"Obtain a shulker box of any color that is named ""Blocks""",Name a Shulker Box 'Blocks' for storing your blocks,anvil,End,blazeandcave:end/organizational_wizard,,"End Explorer 
(100k)"
1007,Subset,,,0,0,FALSE,,Somewhere Over the Rainbow...,Craft all 16 shulker box types,8 Shulker Shells,,,Craft all 16 shulker box types,lime_shulker_box,End,blazeandcave:end/somewhere_over_the_rainbow,,
1008,Subset,,,0,0,FALSE,,Shouldn't my shield levitate too?,Block a Shulker's bullet with your shield,3 Shulker Shells,,,Block a Shulker's bullet with your shield,shield,End,blazeandcave:end/shouldnt_my_shield_levitate_too,,"End Explorer 
(100k)"
1009,Subset,,,0,0,FALSE,,Shulker Breaker,Collect a stack of shulker shells,8 Shulker Shells,,,Collect a stack of shulker shells,shulker_spawn_egg,End,blazeandcave:end/shulker_breaker,,"End Explorer 
(100k)"
1010,Subset,,,0,0,FALSE,,Great View From Up Here,Levitate up a distance of 50 metres,,,,Levitate up a distance of 50 metres,shulker_shell,End,minecraft:end/levitate,,
1011,Unique,,,0,0,FALSE,,Dogfight,"Kill a Skeleton while both you and it have levitation (Kill a Skeleton, Stray or Bogged while both you and it have levitation)",1 Power III Enchanted Book,,"Kill a Skeleton, Stray or Bogged while both you and it have levitation",Kill a Skeleton while both you and it have levitation,bow,End,blazeandcave:end/dogfight,,Mob Misc.
1012,Subset,,,0,0,FALSE,,Anti-Gravity Generator,Bring a Shulker into the Overworld and let it give you anti-gravity (Get levitation in the Overworld),6 Shulker Shells,,Get levitation in the Overworld,Bring a Shulker into the Overworld and let it give you anti-gravity,light_blue_shulker_box,End,blazeandcave:end/anti_gravity_generator,,
1013,Subset,,,0,0,FALSE,,Off With His Head!,Collect a dragon's head from the bow of an end ship (Obtain a Dragon Head),,,Obtain a Dragon Head,Collect a dragon's head from the bow of an end ship,dragon_head,End,blazeandcave:end/off_with_his_head,,
1014,Subset,,,0,0,FALSE,,Dragon vs Dragon,"Kill the Ender Dragon while wearing a Dragon Head (Upon the Ender Dragon's summon be wearing a Dragon Head for the whole fight, and deal the killing blow)",1 Elytra,,"Upon the Ender Dragon's summon be wearing a Dragon Head for the whole fight, and deal the killing blow",Kill the Ender Dragon while wearing a Dragon Head,dragon_breath,End,blazeandcave:end/dragon_vs_dragon,,
1015,Subset,,,0,0,FALSE,,Sky's the Limit,Find an Elytra,,,,Find an Elytra,elytra,End,minecraft:end/elytra,,
1016,Subset,,,0,0,FALSE,,Some Breakthrough,Exhaust your elytra (Use up an elytra),4 Phantom Membranes,,Use up an elytra,Exhaust your elytra,elytra,End,blazeandcave:end/some_breakthrough,,
1017,Unique,,,0,0,FALSE,,Rocketman,"Fill your inventory with full stacks of firework rockets (All inventory slots, including your hotbar and offhand, must be filled, hence requiring 37 stacks of rockets)",64 Gunpowder,,"All inventory slots, including your hotbar and offhand, must be filled, hence requiring 37 stacks of rockets",Fill your inventory with full stacks of firework rockets,firework_star,End,blazeandcave:end/rocketman,,Misc
1018,Subset,,,0,0,FALSE,,Sky High,Climb up to the world height limit (Be above y=325),1 Feather Falling III Enchanted Book,,Be above y=325,Climb up to the world height limit,feather,End,blazeandcave:end/sky_high,,
1019,Subset,,,0,0,FALSE,,"Uh, Houston? We have a problem",Fly up to a ridiculous height (Be above y=1000),"32 Firework Rockets (Flight Duration: 1), 1 Feather Falling IV Enchanted Book",,Be above y=1000,Fly up to a ridiculous height,firework_rocket,End,blazeandcave:end/uh_houston_we_have_a_problem,,"End Explorer 
(100k)"
1020,Unique,,,0,0,FALSE,,Diver's Dozen,Kill 12 mobs while airborne using Elytra. Stopping flight or touching liquid will reset your progress,64 Firework Rockets (Flight Duration: 1),,,Kill 12 mobs while airborne using Elytra. Stopping flight or touching liquid will reset your progress,tipped_arrow,End,blazeandcave:end/divers_dozen,,Mob Misc.
1021,Subset,,,0,0,FALSE,,Super Challenges,"Good luck completing... any of these ;) (Land the killing blow on the Ender Dragon OR leave the End through the exit portal OR obtain the ""Remote Getaway"" OR ""Sky's the Limit"" advancements)",,,"Land the killing blow on the Ender Dragon OR leave the End through the exit portal OR obtain the ""Remote Getaway"" OR ""Sky's the Limit"" advancements",Good luck completing... any of these ;),ender_eye,Super Challenges,blazeandcave:challenges/root,,
1022,Subset,,,0,0,FALSE,,All the Blocks!,Obtain all the blocks! (Obtain the blocks listed on this page: https://minecraft.wiki/w/Block#List_of_blocks),,,Obtain the blocks listed on this page: https://minecraft.wiki/w/Block#List_of_blocks,Obtain all the blocks!,polished_andesite,Super Challenges,blazeandcave:challenges/all_the_blocks,,
1023,Subset,,,0,0,FALSE,,All the Items!,Obtain all the items! (Obtain the items listed on this page: https://minecraft.wiki/w/Item#List_of_items),,,Obtain the items listed on this page: https://minecraft.wiki/w/Item#List_of_items,Obtain all the items!,glowstone_dust,Super Challenges,blazeandcave:challenges/all_the_items,,
1024,Unique,,,0,0,FALSE,,Stack all the Blocks!,"Obtain a stack of all the blocks! (Obtain the maximum possible stack size for each block from ""All the Blocks"". See requirement notes below for some exceptions)",,,"Obtain the maximum possible stack size for each block from ""All the Blocks"". See requirement notes below for some exceptions",Obtain a stack of all the blocks!,prismarine_bricks,Super Challenges,blazeandcave:challenges/stack_all_the_blocks,,All Items
1025,Unique,,,0,0,FALSE,,Stack all the Items!,"Obtain a stack of all the items! (Obtain the maximum possible stack size for each item from ""All the Items"". See requirement notes below for some exceptions)",,,"Obtain the maximum possible stack size for each item from ""All the Items"". See requirement notes below for some exceptions",Obtain a stack of all the items!,popped_chorus_fruit,Super Challenges,blazeandcave:challenges/stack_all_the_items,,All Items
1026,Unique,,,0,0,FALSE,,Telescopic,"Look at every mob using a Spyglass, each from at least 25 blocks away (See requirement notes below)",,,See requirement notes below,"Look at every mob using a Spyglass, each from at least 25 blocks away",spyglass,Super Challenges,blazeandcave:challenges/telescopic,,All Mobs
1027,Unique,,,0,0,FALSE,,Highway to Hell,Send every mob to the Nether... and kill them all there (See requirement notes below),,,See requirement notes below,Send every mob to the Nether... and kill them all there,netherrack,Super Challenges,blazeandcave:challenges/highway_to_hell,,All Mobs
1028,Unique,,,0,0,FALSE,,Endergeddon,Send every mob to the End... and kill them all there (See requirement notes below),,,See requirement notes below,Send every mob to the End... and kill them all there,end_portal_frame,Super Challenges,blazeandcave:challenges/endergeddon,,All Mobs
1029,Unique,,,0,0,FALSE,,Potion Master,Kill every mob in the game with splash potions (See requirement notes below),,,See requirement notes below,Kill every mob in the game with splash potions,splash_potion,Super Challenges,blazeandcave:challenges/potion_master,,All Mobs
1030,Unique,,,0,0,FALSE,,Biological Warfare,Kill every mob in the game with lingering potions (See requirement notes below),,,See requirement notes below,Kill every mob in the game with lingering potions,lingering_potion,Super Challenges,blazeandcave:challenges/biological_warfare,,All Mobs
1031,Unique,,,0,0,FALSE,,Nuclear Fusion,"Strike every mob that can transform with lightning at once (Strike a Pig, Mooshroom, Villager and Creeper at the same time with the lightning bolt from a Channeling Trident)",,,"Strike a Pig, Mooshroom, Villager and Creeper at the same time with the lightning bolt from a Channeling Trident",Strike every mob that can transform with lightning at once,trident,Super Challenges,blazeandcave:challenges/nuclear_fusion,,Pacelocks
1032,Subset,,,0,0,FALSE,,Zombie Apocalypse,Obtain a stack of Zombie Heads,,,,Obtain a stack of Zombie Heads,zombie_head,Super Challenges,blazeandcave:challenges/zombie_apocalypse,,
1033,Subset,,,0,0,FALSE,,Rise of the Skeletons,Obtain a stack of Skeleton Skulls,,,,Obtain a stack of Skeleton Skulls,skeleton_skull,Super Challenges,blazeandcave:challenges/rise_of_the_skeletons,,
1034,Subset,,,0,0,FALSE,,Creepergeddon,Obtain a stack of Creeper Heads,,,,Obtain a stack of Creeper Heads,creeper_head,Super Challenges,blazeandcave:challenges/creepergeddon,,
1035,Subset,,,0,0,FALSE,,Poglin!,Obtain a stack of Piglin Heads,,,,Obtain a stack of Piglin Heads,piglin_head,Super Challenges,blazeandcave:challenges/poglin,,
1036,Subset,,,0,0,FALSE,,Dragon Army,Obtain a stack of Ender Dragon Heads,,,,Obtain a stack of Ender Dragon Heads,dragon_head,Super Challenges,blazeandcave:challenges/dragon_army,,
1037,Subset,,,0,0,FALSE,,Constellation,Collect 64 Nether Stars,,,,Collect 64 Nether Stars,nether_star,Super Challenges,blazeandcave:challenges/constellation,,
1038,Subset,,,0,0,FALSE,,Warlock,Obtain a stack of Beacons,,,,Obtain a stack of Beacons,beacon,Super Challenges,blazeandcave:challenges/warlock,,
1039,Subset,,,0,0,FALSE,,Hearts of the Stack,Collect 64 Hearts of the Sea,,,,Collect 64 Hearts of the Sea,heart_of_the_sea,Super Challenges,blazeandcave:challenges/hearts_of_the_stack,,
1040,Subset,,,0,0,FALSE,,Abyss Lord,Obtain a stack of Conduits,,,,Obtain a stack of Conduits,conduit,Super Challenges,blazeandcave:challenges/abyss_lord,,
1041,Subset,,,0,0,FALSE,,We're in the endgame now,Construct a village in the End and defend it from a raid (You have to both start a raid in the End and finish a raid in the End to gain this advancement),,,You have to both start a raid in the End and finish a raid in the End to gain this advancement,Construct a village in the End and defend it from a raid,end_stone,Super Challenges,blazeandcave:challenges/were_in_the_endgame_now,,
1042,Unique,,,0,0,FALSE,,Dragon vs Dragon II,"Defeat the Ender Dragon while wearing a dragon head... without touching the ground (Once the Ender Dragon becomes attackable you must not be touching the ground AND be wearing a Dragon Head for the whole fight, and deal the killing blow. It also resets if you ride any vehicle OR touch water or lava)",,,"Once the Ender Dragon becomes attackable you must not be touching the ground AND be wearing a Dragon Head for the whole fight, and deal the killing blow. It also resets if you ride any vehicle OR touch water or lava",Defeat the Ender Dragon while wearing a dragon head... without touching the ground,dragon_head,Super Challenges,blazeandcave:challenges/dragon_vs_dragon_ii_electric_boogaloo,,Bosses
1043,Unique,,,0,0,FALSE,,Dragon vs Wither: Pre-Sequel,"Defeat the Wither while wearing a Dragon head... without touching the ground (Once the Wither becomes attackable you must not be touching the ground AND be wearing a Dragon Head for the whole fight, and deal the killing blow. It also resets if you ride any vehicle OR touch water, lava or a climbable block such as ladders)",,,"Once the Wither becomes attackable you must not be touching the ground AND be wearing a Dragon Head for the whole fight, and deal the killing blow. It also resets if you ride any vehicle OR touch water, lava or a climbable block such as ladders",Defeat the Wither while wearing a Dragon head... without touching the ground,player_head,Super Challenges,blazeandcave:challenges/dragon_vs_wither_the_pre_sequel,,Bosses
1044,Unique,,,0,0,FALSE,,The Perfect Run,"Summon the Ender Dragon, the Wither, and a Raid within thirty seconds of each other, then defeat all of them without taking damage",,,,"Summon the Ender Dragon, the Wither, and a Raid within thirty seconds of each other, then defeat all of them without taking damage",leather_helmet,Super Challenges,blazeandcave:challenges/the_perfect_run,,Bosses 2
1045,Unique,,,0,0,FALSE,,Riddle Me This,See below for description and walkthrough (as it is very long),,,,See below for description and walkthrough (as it is very long),map,Super Challenges,blazeandcave:challenges/riddle_me_this,,Riddle
1046,Unique,,,0,0,FALSE,,I am Loot!,Open up every type of loot chest (See requirement notes below),16 Diamonds,,See requirement notes below,Open up every type of loot chest,chest,Super Challenges,blazeandcave:challenges/i_am_loot,,Looter
1047,Unique,,,0,0,FALSE,,The World Is Ending,Summon ten withers at once (At least ten withers must be in existence up to 128 blocks away from you (checked once every ten seconds)),,,At least ten withers must be in existence up to 128 blocks away from you (checked once every ten seconds),Summon ten withers at once,player_head,Super Challenges,blazeandcave:challenges/the_world_is_ending,,Bosses 2
1048,Unique,,,0,0,FALSE,,Overwarden,Have fifty Wardens present within 100 blocks of you,,,,Have fifty Wardens present within 100 blocks of you,player_head,Super Challenges,blazeandcave:challenges/overwarden,,Warden
1049,Unique,,,0,0,FALSE,,Immortal,"Fill your entire inventory with Totems of Undying (All inventory slots, including your hotbar and offhand, must be filled, hence requiring 37 totems of undying)",,,"All inventory slots, including your hotbar and offhand, must be filled, hence requiring 37 totems of undying",Fill your entire inventory with Totems of Undying,totem_of_undying,Super Challenges,blazeandcave:challenges/immortal,,Raids
1050,Unique,,,0,0,FALSE,,Death From All,Get killed by every mob that can kill you (See requirement notes below),,,See requirement notes below,Get killed by every mob that can kill you,mossy_cobblestone_wall,Super Challenges,blazeandcave:challenges/death_from_all,,All Deaths
1051,Unique,,,0,0,FALSE,,Ultimate Enchanter,Collect every type of enchantment at every level (See requirement notes below),,,See requirement notes below,Collect every type of enchantment at every level,enchanted_book,Super Challenges,blazeandcave:challenges/ultimate_enchanter,,XP
1052,Unique,,,0,0,FALSE,,Stockbroker,Trade with every profession from every biome type (See requirement notes below),48 Emeralds,,See requirement notes below,Trade with every profession from every biome type,lectern,Super Challenges,blazeandcave:challenges/stockbroker,,Vaccination
1053,Unique,,,0,0,FALSE,,Global Vaccination,Cure a zombie villager of every profession... from every biome,,,,Cure a zombie villager of every profession... from every biome,dragon_breath,Super Challenges,blazeandcave:challenges/global_vaccination,,Vaccination
1054,Unique,,,0,0,FALSE,,How Did We Get Here?,Have every effect applied at the same time (See requirement notes below),,,See requirement notes below,Have every effect applied at the same time,bucket,Super Challenges,minecraft:nether/all_effects,,HDWGH
1055,Unique,,,0,0,FALSE,,Ad Astra,"Reach an altitude of 10,000 blocks above the world (Be above y=10,000)",1 Unbreaking III Elytra,,"Be above y=10,000","Reach an altitude of 10,000 blocks above the world",firework_rocket,Super Challenges,blazeandcave:challenges/ad_astra,,1 million
1056,Unique,,,0,0,FALSE,,I'm in Space!,Levitate up a distance of 256 blocks,,,,Levitate up a distance of 256 blocks,shulker_shell,Super Challenges,blazeandcave:challenges/im_in_space,,Misc
1057,Subset,,,0,0,FALSE,,The Devil's Distance,Use the Nether to travel 666km in the Overworld,,,,Use the Nether to travel 666km in the Overworld,soul_soil,Super Challenges,blazeandcave:challenges/the_devils_distance,,
1058,Unique,,,0,0,FALSE,,A Million Blocks Away,Travel a million blocks away from spawn,,,,Travel a million blocks away from spawn,elytra,Super Challenges,blazeandcave:challenges/a_million_blocks_away,,1 million
1059,Unique,,,0,0,FALSE,,Explorer of Worlds,Discover every biome in every dimension (See requirement notes below),,,See requirement notes below,Discover every biome in every dimension,netherite_boots,Super Challenges,blazeandcave:challenges/explorer_of_worlds,,Explorer
1060,Subset,,,0,0,FALSE,,Biomes,All around the world! (Either kill or get killed by a mob),,,Either kill or get killed by a mob,All around the world!,birch_sapling,Biomes,blazeandcave:biomes/root,,
1061,Subset,,,0,0,FALSE,,"For you, my sweet",Pick a flower for someone special (Obtain any flower),A blessing in love,,Obtain any flower,Pick a flower for someone special,poppy,Biomes,blazeandcave:biomes/for_you_my_sweet,,
1062,Subset,,,0,0,FALSE,,There's a zombie on the lawn,Find a sunflower plains (Enter a sunflower plains biome),4 Sunflowers,,Enter a sunflower plains biome,Find a sunflower plains,sunflower,Biomes,blazeandcave:biomes/theres_a_zombie_on_the_lawn,,
